School,Type,School UID,School Number,Suburb,Coord East,Coord South,Google Maps Link,Google Maps,School Info
Qaqawuli Godolozi,ECD,SCH-00302,302,Zwide,-33.813846,25.60996804,"https://www.google.com/maps?q=-33.81384551919858,25.609968044538864","https://www.google.com/maps?q=-33.81384551919858,25.609968044538864","School Address: No official street address found, but located at coordinates -33.8138455, 25.6099680 (per Google Maps link)
School Email: Not publicly listed; for official matters, use the Eastern Cape Department of Education: amos.fetsha@ecdoe.gov.za or customer care 086 063 8636
School Principal: Not publicly listed
School Phone number: Not publicly listed; Eastern Cape Department of Education: 040 608 4100
Suburb: Amathole West District, Eastern Cape

Note: Qaqawuli Godolozi Junior Primary School is listed under Amathole West District in the official Eastern Cape Department of Education records, but specific contact details and the principal’s name are not published in the latest available public documents."
Qhamani Pre-school,ECD,SCH-00212,212,Zwide,-33.876655,25.56320893,"https://www.google.com/maps?q=-33.876654516707596,25.56320892531386","https://www.google.com/maps?q=-33.876654516707596,25.56320892531386","School Address: Booi Street, Port Elizabeth, Eastern Cape
School Email: Not publicly listed
School Principal: Bulelwa Wendy Gebengana
School Phone number: Not publicly listed
Suburb: Nelson Mandela Bay (Port Elizabeth)"
Qhayiyalethu,High School,SCH-00020,20,Kareedouw,,,,,
R H Godlo Senior,Primary,SCH-00202,202,KwaNobuhle,-33.803239,25.37862111,"https://www.google.com/maps?q=-33.803238885398194,25.378621106668096","https://www.google.com/maps?q=-33.803238885398194,25.378621106668096","School Address: Relu Street, Kwanobuhle, Kariega (Uitenhage), 6242
School Email: Not publicly listed (general contact via Eastern Cape Education Department)
School Principal: Not publicly listed
School Phone number: 041 977 3800 / +27 41 481 5025
Suburb: Kwanobuhle, Kariega (Uitenhage)"
Republic,Primary,SCH-00118,118,Windvogel,-33.897826,25.54006751,"https://www.google.com/maps?q=-33.89782592011218,25.540067510366082","https://www.google.com/maps?q=-33.89782592011218,25.540067510366082","School Address: 5th Street, Windvogel, Port Elizabeth, 6059
School Email: ten.asmoklet@smada.krc (reverse this to get correct email: crk.adams@telkom.net)
School Principal: Daniels P (2023)
School Phone number: (+27) 41 452 2861
Suburb: Windvogel, Port Elizabeth"
Rock of Ages,ECD,SCH-00227,227,Motherwell,-33.804092,25.57437781,"https://www.google.com/maps?q=-33.804092,25.57437781","https://www.google.com/maps?q=-33.804092,25.57437781","'- School Address: No publicly listed address found, but coordinates place it in Gqeberha (Port Elizabeth), Eastern Cape.
- School Email: Not publicly available.
- School Principal: Not publicly available.
- School Phone number: Not publicly available.
- Suburb: Gqeberha (Port Elizabeth), Eastern Cape.

No official website or directory listing for ""Rock of Ages"" school in the Eastern Cape was found in public sources."
Rocklands,High School,SCH-00006,6,Uitenhage,-34.057497,18.60897891,"https://www.google.com/maps?q=-34.057497378805095,18.608978912697435","https://www.google.com/maps?q=-34.057497378805095,18.608978912697435","- School Address: Cnr Cedars Ave & Eisleben Road, Rocklands, Mitchell's Plain, 7798
- School Email: Not publicly listed
- School Principal: N Pelston
- School Phone number: 021 392 7139
- Suburb: Rocklands, Mitchell's Plain"
Rufane Donkin,Primary,SCH-00197,197,Galvandale,-33.915095,25.54695635,"https://www.google.com/maps?q=-33.9150950620373,25.546956350850742","https://www.google.com/maps?q=-33.9150950620373,25.546956350850742","School Address: 4 Terblanchè Street, Gelvandale, Gqeberha, 6020
School Email: 766niknodenafur@gmail.com
School Principal: Ms. Theron (recently retired; current principal not clearly listed)
School Phone number: 041 457 2297
Suburb: Gelvandale"
Sakha Abantwana,ECD,SCH-00100,100,New Brighton,-33.907152,25.58977497,"https://www.google.com/maps?q=-33.907152,25.58977497","https://www.google.com/maps?q=-33.907152,25.58977497","School Address: Coordinates -33.907152, 25.58977497 (per Google Maps; specific street address not found)
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: Not publicly listed
Suburb: Based on coordinates, likely in or near Motherwell, Gqeberha (Port Elizabeth), Eastern Cape

No official website or public directory entry with more details was found for Sakha Abantwana school."
Sakhisizwe,High School,SCH-00014,14,Zwide,-33.878487,25.56440500,"https://www.google.com/maps?q=-33.878487456346924,25.56440499734612","https://www.google.com/maps?q=-33.878487456346924,25.56440499734612","School Address: Mingo Street, Zwide Location, Port Elizabeth, 6005
School Email: roinesewzisihkas@gmail.com
School Principal: Not publicly listed in available sources
School Phone number: 041 464 5627 / 047 878 0080
Suburb: Zwide, Port Elizabeth"
Sakhuxolo Educare,ECD,SCH-00263,263,Bethelsdorp,-33.860370,25.54099066,"https://www.google.com/maps?q=-33.860369970994,25.54099066434193","https://www.google.com/maps?q=-33.860369970994,25.54099066434193","'- School Address: No publicly listed street address found, but coordinates place it in Motherwell, Gqeberha (Port Elizabeth), Eastern Cape.
- School Email: Not publicly available.
- School Principal: Not publicly available.
- School Phone number: Not publicly available.
- Suburb: Motherwell, Gqeberha (Port Elizabeth), Eastern Cape."
Samkelewe,High School,SCH-00033,33,Addo,,,,,
Samuel Nongogo ,Primary,SCH-00085,85,New Brighton,-33.895776,25.59904334,"https://www.google.com/maps?q=-33.89577609199437,25.599043335981495","https://www.google.com/maps?q=-33.89577609199437,25.599043335981495","School Address: Harmans Street, New Brighton, Gqeberha, 6200
School Email: 576001002@vodamail.co.za
School Principal: Not publicly listed
School Phone number: 041 458 5011 / 041 457 1821
Suburb: New Brighton"
Sanctor,Primary,SCH-00154,154,Sanctor,-33.882622,25.50694695,"https://www.google.com/maps?q=-33.88262240835983,25.50694695132211","https://www.google.com/maps?q=-33.88262240835983,25.50694695132211","School Address: Coleus Crescent, Sanctor, Gqeberha, 6059
School Email: sanctorhighschool@gmail.com
School Principal: Buck KVB
School Phone number: 041 481 2657
Suburb: Sanctor, Gqeberha"
Sandwater,Primary,SCH-00306,306,Umzamowethu,-34.166199,24.66398100,"https://www.google.com/maps?q=-34.166199,24.663981","https://www.google.com/maps?q=-34.166199,24.663981","School Address: 620 Oester Street, Umzamowethu, Oyster Bay, 6320, Eastern Cape
School Email: Not publicly listed
School Principal: Ej Augustus
School Phone number: Not publicly listed
Suburb: Umzamowethu, Oyster Bay"
Sapphire,Primary,SCH-00051,51,Chatty,-33.853048,25.47163391,"https://www.google.com/maps?q=-33.85304795419496,25.47163391205432","https://www.google.com/maps?q=-33.85304795419496,25.47163391205432","School Address: C/O Sapphire & Coral Road, Booysen Park, Port Elizabeth, 6059
School Email: daorerihppas@telkomsa.net
School Principal: (Not publicly listed in available sources)
School Phone number: 041 483 1878
Suburb: Booysen Park"
Seagull,Primary,SCH-00133,133,Rosedale,-33.733035,25.38555108,"https://www.google.com/maps?q=-33.73303541192428,25.38555108014914","https://www.google.com/maps?q=-33.73303541192428,25.38555108014914","School Address: Seagull Crescent, Rosedale, Kariega (Uitenhage), 6229
School Email: Not officially listed; one source lists ""moc.oohay@ehcnalbreteneitte"" (likely a placeholder or reversed text)
School Principal: Ettiene Terblanche
School Phone number: 041 988 4517
Suburb: Rosedale, Kariega (Uitenhage)"
Sekunjalo PreSchool,ECD,SCH-00272,272,New Brighton,,,,,
Seyisi,Primary,SCH-00279,279,Kwazakhele,-33.886369,25.60077071,"https://www.google.com/maps?q=-33.886368761616716,25.600770711478294","https://www.google.com/maps?q=-33.886368761616716,25.600770711478294","School Address: Vakaza Street, Kwazakhele, Gqeberha (Port Elizabeth), 6200
School Email: Not publicly listed (general contact via Eastern Cape Education Department)
School Principal: M.B. Mannie
School Phone number: 041 467 4499
Suburb: Kwazakhele"
Sifunimfundo,ECD,SCH-00314,314,Motherwell,-33.797608,25.57737631,"https://www.google.com/maps?q=-33.79760787722665,25.577376314762574","https://www.google.com/maps?q=-33.79760787722665,25.577376314762574","School Address: 1027 C Block, Kwamashu, Durban, 4360
School Email: Not publicly listed for the Eastern Cape location
School Principal: Not publicly listed
School Phone number: 031 519 2002
Suburb: Kwamashu

Note: Most available public records list Sifunimfundo Primary School in Kwamashu, Durban (KwaZulu-Natal), not the Eastern Cape. The Google Maps link provided points to a location in Gqeberha (Eastern Cape), but there is no matching public record for a Sifunimfundo school at that address in the Eastern Cape."
Sikhothina,Primary,SCH-00125,125,KwaNobuhle,-33.824406,25.38685542,"https://www.google.com/maps?q=-33.82440636611018,25.386855424330957","https://www.google.com/maps?q=-33.82440636611018,25.386855424330957","School Address: Cnr. Mbengo & Ponana Tini Road, Kwanobuhle, Kariega, 6242
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: 076 467 5470 / 041 977 1514
Suburb: Kwanobuhle, Kariega"
Sikhulise Pre-School,ECD,SCH-00205,205,Kwazakhele,-33.886990,25.60284458,"https://www.google.com/maps?q=-33.88699010517925,25.602844575246717","https://www.google.com/maps?q=-33.88699010517925,25.602844575246717","School Address: 10740 Mnyanda Street, Ntabankulu, Eastern Cape
School Email: Not publicly listed
School Principal: Nyameka Ntlamba
School Phone number: Not publicly listed
Suburb: Ntabankulu"
Simanye,ECD,SCH-00234,234,,-33.896175,25.58977076,"https://www.google.com/maps?q=-33.896175,25.58977076","https://www.google.com/maps?q=-33.896175,25.58977076","School Address: Hlati Street, Nomzamo, 7140, Eastern Cape
School Email: mcmatshoba@gmail.com
School Principal: Mr. MC Matshoba
School Phone number: 021 845 4280
Suburb: Nomzamo"
Sinethemba,ECD,SCH-00291,291,Motherwell,-33.801531,25.59155759,"https://www.google.com/maps?q=-33.80153065048994,25.59155758868933","https://www.google.com/maps?q=-33.80153065048994,25.59155758868933","School Address: Mlungisi Location, Stutterheim, 4930
School Email: twk377002002@gmail.com
School Principal: Md Sakube
School Phone number: 043 681 0397
Suburb: Mlungisi, Stutterheim"
Sipho Hashe,Primary,SCH-00147,147,Kwazakhele,-33.872819,25.58565983,"https://www.google.com/maps?q=-33.872819400279354,25.58565982820476","https://www.google.com/maps?q=-33.872819400279354,25.58565982820476","School Address: Mbilini Road, Kwazakhele, Gqeberha, 6205
School Email: az.oc.liamadov@105001002
School Principal: Malusi Ne
School Phone number: +27 81 815 4222
Suburb: Kwazakhele"
Sisonke,ECD,SCH-00313,313,New Brighton,-33.886378,25.60775940,"https://www.google.com/maps?q=-33.88637770968649,25.607759402455912","https://www.google.com/maps?q=-33.88637770968649,25.607759402455912","School Address: Nxukhwebe Street, Kwa Nobuhle, Kariega, 6242
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: 041 977 7358
Suburb: Kwa Nobuhle, Kariega"
Sithembile,Primary,SCH-00139,139,Zwide,-29.735573,30.92281586,"https://www.google.com/maps?q=-29.7355725888522,30.922815864103423","https://www.google.com/maps?q=-29.7355725888522,30.922815864103423","School Address: Booi Street, Zwide, Port Elizabeth, 6005
School Email: az.oc.liamadov@407001002
School Principal: Shupi M.D (Acting, 2023)
School Phone number: (+27) 41 464 3311
Suburb: Zwide, Gqeberha (Port Elizabeth)"
Sivuyiseni,Primary,SCH-00204,204,KwaMagxaki,-33.840070,25.53088207,"https://www.google.com/maps?q=-33.84006986877782,25.530882065454854","https://www.google.com/maps?q=-33.84006986877782,25.530882065454854","School Address: Ngundwana Street, Kwa-Magxaki, Port Elizabeth, 6001
School Email: info@sivuyiseniprimary.co.za
School Principal: (Not publicly listed in search results)
School Phone number: 061 024 5853 / 041 463 1124
Suburb: Kwa-Magxaki, Gqeberha (Port Elizabeth)"
Siyabulela ,ECD,SCH-00092,92,Motherwell,-33.807099,25.59429308,"https://www.google.com/maps?q=-33.80709897604242,25.594293076287823","https://www.google.com/maps?q=-33.80709897604242,25.594293076287823","School Address: Ngcisininde A/A Ndiki Location, Nqamakwe, 4990, Eastern Cape Province, South Africa
School Email: siyabulelasss@gmail.com
School Principal: Mr. Nomatyenge Siphiwo
School Phone number: 071 597 2377
Suburb: Ndiki Location, Nqamakwe"
Siyaphambili,Primary,SCH-00069,69,Motherwell,-33.802282,25.61393552,"https://www.google.com/maps?q=-33.802281568264256,25.613935522482386","https://www.google.com/maps?q=-33.802281568264256,25.613935522482386","School Address: 116 Matanzima Street, Motherwell, Gqeberha, 6211
School Email: lhcsssjilibmapayis@gmail.com
School Principal: Gcinumzi Robert Nqweni
School Phone number: 041 469 1085 / 041 469 1126
Suburb: Motherwell"
Siyazama,ECD,SCH-00295,295,Wittekleibos,-34.072749,24.49660800,"https://www.google.com/maps?q=-34.072749,24.496608","https://www.google.com/maps?q=-34.072749,24.496608","School Address: Hombe A/A, Lusikisiki, 4820
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: 27392531970
Suburb: Lusikisiki"
Sizamokuhle Daycare,ECD,SCH-00221,221,Motherwell,-33.802257,25.59773858,"https://www.google.com/maps?q=-33.80225674195678,25.597738581028427","https://www.google.com/maps?q=-33.80225674195678,25.597738581028427","School Address: Coordinates -33.80225674195678, 25.597738581028427 (per Google Maps; specific street address not found)
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: Not publicly listed
Suburb: Not explicitly listed, but coordinates place it in Gqeberha (Port Elizabeth), Eastern Cape

No direct public records for Sizamokuhle Daycare's principal, email, or phone number were found online."
Smarties,ECD,SCH-00269,269,Zwide,-33.972831,25.59451438,"https://www.google.com/maps?q=-33.972831203822736,25.594514381535475","https://www.google.com/maps?q=-33.972831203822736,25.594514381535475","School Address: 1A Nile Road, Perridgevale, Gqeberha, Eastern Cape
School Email: Not publicly listed
School Principal: Zainap Smart
School Phone number: Not publicly listed
Suburb: Perridgevale

Source: https://www.school-register.co.za/school/smarties-montessori/"
Sophakama Pre-School,ECD,SCH-00219,219,Motherwell,-33.782244,25.58800368,"https://www.google.com/maps?q=-33.78224408988202,25.588003675063817","https://www.google.com/maps?q=-33.78224408988202,25.588003675063817","School Address: 136 Ngwevana Street, Port Elizabeth, Eastern Cape
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: Not publicly listed
Suburb: New Brighton, Port Elizabeth"
Soqhayisa,High School,SCH-00034,34,Motherwell,-33.804487,,,,
Soutpan,Primary,SCH-00199,199,Arcadia,,,,,
Soweto-On-Sea,Primary,SCH-00151,151,Soweto-on-Sea,,,,,
Spencer Mabija,Primary,SCH-00093,93,KwaMagxaki,-33.843326,25.53820656,"https://www.google.com/maps?q=-33.8433263086302,25.538206555014753","https://www.google.com/maps?q=-33.8433263086302,25.538206555014753","School Address: 63 Mangcaka Street, Kwamagxaki, Gqeberha, 6201
School Email: az.oc.liamadov@427001002
School Principal: Qomfo Zj
School Phone number: +27 41 463 1050
Suburb: Kwamagxaki"
St Augustines,Primary,SCH-00303,303,Central,-33.963111,25.62175239,"https://www.google.com/maps?q=-33.963110838579915,25.621752388500926","https://www.google.com/maps?q=-33.963110838579915,25.621752388500926","School Address: 6 Prospect Hill, Central, Gqeberha, 6001
School Email: admin@staugustines.co.za (listed as az.oc.senitsuguats@nimda, which is admin@staugustines.co.za reversed)
School Principal: Not publicly listed in available sources
School Phone number: 041 585 5459
Suburb: Central, Gqeberha"
St James,High School,SCH-00035,35,Schauderville,-33.935186,25.57308583,"https://www.google.com/maps?q=-33.935186340124766,25.57308582618465","https://www.google.com/maps?q=-33.935186340124766,25.57308582618465","School Address: Brown Street, Schauderville, Gqeberha, 6020
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: 041 453 3128
Suburb: Schauderville"
St Joseph'S,Primary,SCH-00124,124,Gerald Smith,-33.925149,25.50154820,"https://www.google.com/maps?q=-33.92514908732505,25.501548195694134","https://www.google.com/maps?q=-33.92514908732505,25.501548195694134","School Address: 536 Cape Rd, Kabega Park, Port Elizabeth, 6025
School Email: principal@stjosephsrcschool.co.za
School Principal: (Not explicitly listed on public pages; please verify with the school)
School Phone number: 041 360 8283
Suburb: Kabega Park"
St Magdalene,ECD,SCH-00264,264,,,,,,
St Mary Magdalene,ECD,SCH-00103,103,Motherwell,,,,,
St Teresa'S (Rc),Primary,SCH-00160,160,Schauderville,-33.936171,25.57364412,"https://www.google.com/maps?q=-33.93617066037834,25.573644124337257","https://www.google.com/maps?q=-33.93617066037834,25.573644124337257","School Address: 48 Paulet Street, Francisvale, Somerset East, 5850
School Email: saintsteresa40@gmail.com
School Principal: Mrs. Jackie Wansink (Acting Principal)
School Phone number: +27 42 243 2048
Suburb: Francisvale, Somerset East"
St Thomas,High School,SCH-00038,38,Gelvandale,-33.919038,25.55710498,"https://www.google.com/maps?q=-33.91903837522131,25.557104980159565","https://www.google.com/maps?q=-33.91903837522131,25.557104980159565","School Address: 10 Queens Road, King William's Town, 5600, Eastern Cape
School Email: stpschool@yahoo.com
School Principal: (Not explicitly listed in the latest sources; previous principal mentioned as Mrs G and Mr. C.A Doncker in different sources)
School Phone number: 043 642 5946
Suburb: King William's Town"
Stephen Mazungula,Primary,SCH-00050,50,New Brighton,-33.891207,25.59182997,"https://www.google.com/maps?q=-33.891207206031346,25.591829967880322","https://www.google.com/maps?q=-33.891207206031346,25.591829967880322","School Address: Magongo Street, New Brighton, Gqeberha (Port Elizabeth), 6200
School Email: alukejmison@gmail.com
School Principal: Np Mjekula
School Phone number: 041 454 4630
Suburb: New Brighton"
Stephen Nkomo,Primary,SCH-00135,135,KwaNobuhle,-33.797305,25.39660211,"https://www.google.com/maps?q=-33.79730474214001,25.39660210714066","https://www.google.com/maps?q=-33.79730474214001,25.39660210714066","School Address: Gxiya Street, Kwanobuhle, Kariega, 6230
School Email: 847omokn.nehpets@gmail.com
School Principal: Zr Jiyela
School Phone number: 041 977 3015
Suburb: Kwanobuhle"
Strelitzia,Primary,SCH-00102,102,Bethelsdorp,-33.860850,25.49433186,"https://www.google.com/maps?q=-33.86084971218498,25.494331859203484","https://www.google.com/maps?q=-33.86084971218498,25.494331859203484","School Address: Daniel Pienaar Street, Fairbridge Heights, Kariega (Uitenhage), 6229
School Email: mail@strelitziahs.co.za
School Principal: Andre Oosthuizen
School Phone number: 041 991 1000
Suburb: Fairbridge Heights"
Sume Centre,ECD,SCH-00286,286,New Brighton,-33.895676,25.59227928,"https://www.google.com/maps?q=-33.89567557955318,25.592279281375124","https://www.google.com/maps?q=-33.89567557955318,25.592279281375124","School Address: Msimka Street, New Brighton, Port Elizabeth, Eastern Cape
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: Not publicly listed
Suburb: New Brighton, Port Elizabeth

Note: Only the address and suburb are publicly available; principal, email, and phone number are not listed in accessible sources."
Sunnyside,ECD,SCH-00251,251,New Brighton,-33.901973,25.59839494,"https://www.google.com/maps?q=-33.901973,25.59839494","https://www.google.com/maps?q=-33.901973,25.59839494","School Address: Main Street, Flagstaff, 4810, Eastern Cape
School Email: Not publicly confirmed
School Principal: Marillier Cb
School Phone number: 073 229 1096
Suburb: Flagstaff"
Swartkops,Primary,SCH-00126,126,Swartkops,-33.864810,25.60248345,"https://www.google.com/maps?q=-33.86481036232352,25.60248344790797","https://www.google.com/maps?q=-33.86481036232352,25.60248344790797","School Address: 32 A Maxwell Street, Swartkops, Gqeberha, 6209
School Email: yamirpspoktraws@gmail.com
School Principal: Cikizwa Xhanti
School Phone number: 041 466 5611
Suburb: Swartkops"
Takalani Daycare,ECD,SCH-00211,211,Kwazakhele,-33.872670,25.57540569,"https://www.google.com/maps?q=-33.87266979315427,25.57540568700903","https://www.google.com/maps?q=-33.87266979315427,25.57540568700903","School Address: 2713 Malinda St
School Email: Not publicly listed
School Principal: Johanna Khoza
School Phone number: Not publicly listed
Suburb: Not explicitly listed, but based on the Google Maps link, it is in Gqeberha (Port Elizabeth), Eastern Cape"
Thanda Abantwana,ECD,SCH-00242,242,,,,,,
Thandabantwana Daycare,ECD,SCH-00217,217,Motherwell,-33.789111,25.58305465,"https://www.google.com/maps?q=-33.789111489952816,25.583054653183687","https://www.google.com/maps?q=-33.789111489952816,25.583054653183687","School Address: 447 Sigalo St
School Email: Not publicly listed
School Principal: Evenly Thwala
School Phone number: Not publicly listed
Suburb: Not specified (based on the Google Maps link, likely in or near Gqeberha/Port Elizabeth, Eastern Cape)

Note: The school’s contact email and phone number are not publicly available in the sources found."
Thandi's Educare & Aftercare,ECD,SCH-00259,259,New Brighton,,,,,
Thembalethu,ECD,SCH-00107,107,New Brighton,-33.907308,25.60010112,"https://www.google.com/maps?q=-33.907308243779894,25.600101123128002","https://www.google.com/maps?q=-33.907308243779894,25.600101123128002","School Address: Qhawa Street, Thembalethu, George, 6536
School Email: Not publicly listed
School Principal: Nm Cona
School Phone number: 044 880 9182
Suburb: Thembalethu, George"
Tinara,High School,SCH-00030,30,Uitenhage,-33.811683,25.39749493,"https://www.google.com/maps?q=-33.81168265916304,25.39749492617769","https://www.google.com/maps?q=-33.81168265916304,25.39749492617769","School Address: 2 Ponana Tini Road, KwaNobuhle, Kariega, 6242
School Email: ten.asmoklet@aranit (reverse to get: tinara@telkomsa.net)
School Principal: Not publicly listed in recent sources
School Phone number: 041 977 3198
Suburb: KwaNobuhle"
Tinky Winky Day Care,ECD,SCH-00235,235,,-33.824381,25.58975190,"https://www.google.com/maps?q=-33.824381,25.5897519","https://www.google.com/maps?q=-33.824381,25.5897519","School Address: Ceru Street, Motherwell NU5, Port Elizabeth, Eastern Cape, 6211
School Email: tinkywinkyplayschool@gmail.com
School Principal: Veronica Sacks
School Phone number: +27 61 427 6194
Suburb: Motherwell NU5"
Triomf,Primary,SCH-00188,188,Salsoneville,-33.887592,25.51036135,"https://www.google.com/maps?q=-33.887591946171945,25.510361352695163","https://www.google.com/maps?q=-33.887591946171945,25.510361352695163","School Address: 1 Adams Street, Salsoneville, Gqeberha, 6059
School Email: triomfprimaryschool@komast.net
School Principal: Not publicly listed
School Phone number: 041 481 2289
Suburb: Salsoneville"
Twinkle toes Educare ,ECD,SCH-00266,266,,,,,,
Tyhilulwazi,High School,SCH-00040,40,Zinyoka,-33.862420,25.54295925,"https://www.google.com/maps?q=-33.86241977569894,25.542959253168434","https://www.google.com/maps?q=-33.86241977569894,25.542959253168434","School Address: Mbeki Street, Govan Mbeki Township, Gqeberha, 6001
School Email: shizawluliyt@telkomsa.net
School Principal: F.A. Magxalisa
School Phone number: 041 450 7123
Suburb: Govan Mbeki Township"
Uitenhage,Primary,SCH-00143,143,Gambleville,-33.741340,25.37387277,"https://www.google.com/maps?q=-33.741339584584864,25.373872766655698","https://www.google.com/maps?q=-33.741339584584864,25.373872766655698","'- School Address: 27 Essenwood Street, Gambleville, Kariega (Uitenhage), 6229
- School Email: Not publicly listed
- School Principal: Not publicly listed
- School Phone number: Not publicly listed
- Suburb: Gambleville, Kariega (Uitenhage)"
Umzam'omhle Educare,ECD,SCH-00273,273,Bethelsdorp,-33.861112,25.54003268,"https://www.google.com/maps?q=-33.861112481802856,25.540032681528714","https://www.google.com/maps?q=-33.861112481802856,25.540032681528714","'- School Address: Not explicitly listed, but located at the coordinates -33.861112481802856, 25.540032681528714 in the Eastern Cape (Amathole West district)
- School Email: Not publicly listed
- School Principal: Not publicly listed
- School Phone number: Not publicly listed
- Suburb: Not explicitly listed, but based on coordinates, likely in or near Mdantsane/Amathole West

No direct public listing for principal, email, or phone number was found in available sources. The school appears in government documents as ""Umzam'omhle Senior Secondary School"" in Amathole West."
Van Der Kemp,Primary,SCH-00149,149,Salt Lake,-33.888971,25.53330291,"https://www.google.com/maps?q=-33.88897059949112,25.533302910840597","https://www.google.com/maps?q=-33.88897059949112,25.533302910840597","School Address: Baartman Street, Salt Lake, Gqeberha, 6059
School Email: debbie.jephta@gmail.com
School Principal: Dr Jeptha
School Phone number: 041 481 6128
Suburb: Salt Lake, Gqeberha"
Van Stadens,Primary,SCH-00174,174,Thornhill,-33.909612,25.21666280,"https://www.google.com/maps?q=-33.9096117993681,25.216662801609772","https://www.google.com/maps?q=-33.9096117993681,25.216662801609772","School Address: Wild Flower Reserve, Witteklip, Thornhill, 6375
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: 073 959 1625
Suburb: Thornhill"
Verite,Primary,SCH-00134,134,Rosedale,-33.738524,25.36677901,"https://www.google.com/maps?q=-33.73852389516339,25.366779012202546","https://www.google.com/maps?q=-33.73852389516339,25.366779012202546","School Address: Eagle Drive, Rosedale, Uitenhage, 6230
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: 041 988 5441
Suburb: Rosedale, Uitenhage"
Vezubuhle,Primary,SCH-00084,84,Motherwell,-33.817221,25.59246774,"https://www.google.com/maps?q=-33.81722093098663,25.592467737824485","https://www.google.com/maps?q=-33.81722093098663,25.592467737824485","School Address: Mgwalana Street, Motherwell, Gqeberha, 6211
School Email: az.oc.liamadov@918001002
School Principal: Not publicly listed
School Phone number: 041 462 0688
Suburb: Motherwell, Gqeberha"
VM Kwinana,High School,SCH-00021,21,Uitenhage,-33.797690,25.39720291,"https://www.google.com/maps?q=-33.797690474419525,25.39720291083548","https://www.google.com/maps?q=-33.797690474419525,25.39720291083548","School Address: 56 Nomakhwezana Street, Kwa-Nobuhle, Kariega, 6242
School Email: Not publicly listed
School Principal: Jm Blou
School Phone number: 041 977 7053 / 041 977 2355
Suburb: Kwa-Nobuhle, Kariega"
Vuba,Primary,SCH-00128,128,KwaNobuhle,-33.799112,25.38556861,"https://www.google.com/maps?q=-33.799111783823626,25.385568608988237","https://www.google.com/maps?q=-33.799111783823626,25.385568608988237","School Address: 28 Soga Street, Kwanobuhle, Kariega, 6242
School Email: Not publicly listed
School Principal: Not publicly listed
School Phone number: 041 977 1617
Suburb: Kwanobuhle, Kariega"
Vukani Daycare,ECD,SCH-00311,311,Clarkson,,,,,
Vukanibantu,Primary,SCH-00080,80,Motherwell,-33.826446,25.59781321,"https://www.google.com/maps?q=-33.82644608977926,25.597813210837128","https://www.google.com/maps?q=-33.82644608977926,25.597813210837128","School Address: Chalumna Street, N.U 5, Motherwell, Gqeberha, 6211
School Email: vukanibantuprimary@gmail.com
School Principal: Not publicly listed
School Phone number: 041 462 0089
Suburb: Motherwell, Gqeberha"
Vulamazibuko,High School,SCH-00007,7,East London,-32.939983,27.74764259,"https://www.google.com/maps?q=-32.939982880110065,27.74764258934256","https://www.google.com/maps?q=-32.939982880110065,27.74764258934256","School Address: 1409 Nu 6, Mdantsane, East London, 5219
School Email: principal.200200887@ecschools.org.za
School Principal: Not publicly listed
School Phone number: 043 555 0652
Suburb: Mdantsane"
Vulithemba,ECD,SCH-00246,246,Zwide,-33.867941,25.57438521,"https://www.google.com/maps?q=-33.867941,25.57438521","https://www.google.com/maps?q=-33.867941,25.57438521","'- School Address: Vulithemba, coordinates -33.867941, 25.57438521 (Google Maps location in Gqeberha, Eastern Cape)
- School Email: Not publicly listed
- School Principal: Not publicly listed
- School Phone number: Not publicly listed
- Suburb: Gqeberha (formerly Port Elizabeth), Eastern Cape

No direct public listings for principal, email, or phone number were found for Vulithemba at this location."
Vulumzi,High School,SCH-00019,19,Motherwell,-33.827315,25.59468040,"https://www.google.com/maps?q=-33.82731543106958,25.59468039549589","https://www.google.com/maps?q=-33.82731543106958,25.59468039549589","School Address: 54 Chalumna Street, Motherwell, Gqeberha, 6211
School Email: sssizmuluv@gmail.com
School Principal: Ms Quza
School Phone number: 041 205 0924
Suburb: Motherwell"
W B Tshume,Primary,SCH-00150,150,Kwazakhele,-33.868539,25.58098075,"https://www.google.com/maps?q=-33.8685393120859,25.58098074801691","https://www.google.com/maps?q=-33.8685393120859,25.58098074801691","School Address: Ngxokolo Street, Kwazakhele, Gqeberha, 6205
School Email: npotelwa4@gmail.com
School Principal: Mr. A.C Mfunda
School Phone number: 060 566 0097 / 064 531 2249
Suburb: Kwazakhele"
Walmer,Primary,SCH-00200,200,Walmer,-33.983145,25.59204782,"https://www.google.com/maps?q=-33.98314458768467,25.592047824594495","https://www.google.com/maps?q=-33.98314458768467,25.592047824594495","School Address: Corner Heugh Road & 9th Avenue, Walmer, Port Elizabeth, 6070
School Email: Not publicly listed
School Principal: Mr Siyanda Sitsheke (Walmer High School)
School Phone number: 041 581 1075
Suburb: Walmer"
